event_id,facility_id,floor,zone,event_type,severity,source,description,timestamp
158,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0084 accessed Conference Room outside working hours,2025-12-07 17:07:00
159,1,1,Storage,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-Storage detected camera offline (confidence 0.8),2025-12-07 18:17:00
160,1,3,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-CommonArea detected loitering (confidence 0.86),2025-12-07 19:30:00
161,1,3,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-CommonArea detected tailgating (confidence 0.81),2025-12-07 20:14:00
162,1,1,Storage,CCTV_CROWD_DETECTED,MEDIUM,CCTV,Camera CAM-F1-Storage detected crowd detected (confidence 0.56),2025-12-07 20:29:00
163,1,2,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-CommonArea detected loitering (confidence 0.64),2025-12-08 04:00:00
164,1,1,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-Storage detected motion detected (confidence 0.72),2025-12-08 07:51:00
165,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0022 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-08 08:13:00
166,1,3,Meeting Room 3,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0010 denied entry at Meeting Room 3 (door DOOR-F3-MeetingRoom3),2025-12-08 08:44:00
167,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0016 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-08 09:14:00
168,1,2,Office F,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0037 denied entry at Office F (door DOOR-F2-OfficeF),2025-12-08 11:16:00
169,1,3,Office I,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-OfficeI detected object left unattended (confidence 0.83),2025-12-08 11:40:00
170,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0044 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-08 12:34:00
171,1,2,Meeting Room 2,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0021 denied entry at Meeting Room 2 (door DOOR-F2-MeetingRoom2),2025-12-08 12:45:00
172,1,2,Mobile Zone,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-MobileZone detected tailgating (confidence 0.72),2025-12-08 12:47:00
173,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0056 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-08 14:10:00
174,1,1,Conference Room,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected loitering (confidence 0.91),2025-12-08 15:14:00
175,1,3,Meeting Room 3,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected object left unattended (confidence 0.78),2025-12-08 16:26:00
176,1,3,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-CommonArea detected tailgating (confidence 0.78),2025-12-08 20:19:00
177,1,1,Cafeteria,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-Cafeteria detected tailgating (confidence 0.85),2025-12-08 21:16:00
178,1,1,Conference Room,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F1-ConferenceRoom detected tailgating (confidence 0.99),2025-12-09 04:11:00
179,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0076 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-09 06:33:00
180,1,3,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-CommonArea detected tailgating (confidence 0.88),2025-12-09 07:56:00
181,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0081 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-09 08:42:00
182,1,1,Cafeteria,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0053 denied entry at Cafeteria (door DOOR-F1-Cafeteria),2025-12-09 08:46:00
183,1,3,Meeting Room 3,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0015 denied entry at Meeting Room 3 (door DOOR-F3-MeetingRoom3),2025-12-09 09:54:00
184,1,1,Meeting Room 1,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0083 denied entry at Meeting Room 1 (door DOOR-F1-MeetingRoom1),2025-12-09 10:07:00
185,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0034 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-09 10:17:00
186,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0002 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-09 10:32:00
187,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0020 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-09 10:39:00
188,1,3,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0061 denied entry at Storage (door DOOR-F3-Storage),2025-12-09 10:45:00
189,1,1,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0067 denied entry at Storage (door DOOR-F1-Storage),2025-12-09 11:17:00
190,1,1,Lobby,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-Lobby detected camera offline (confidence 0.71),2025-12-09 11:37:00
191,1,1,Conference Room,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0024 denied entry at Conference Room (door DOOR-F1-ConferenceRoom),2025-12-09 11:47:00
192,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0066 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-09 11:54:00
193,1,3,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0044 denied entry at Common Area (door DOOR-F3-CommonArea),2025-12-09 11:54:00
194,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0086 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-09 13:08:00
195,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0012 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-09 13:11:00
196,1,2,Storage,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-Storage detected tailgating (confidence 0.69),2025-12-09 13:32:00
197,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0027 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-09 13:43:00
198,1,1,Office D,MULTIPLE_FAILED_ACCESS_ATTEMPTS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0027 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-09 14:49:00
199,1,3,Meeting Room 3,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0075 denied entry at Meeting Room 3 (door DOOR-F3-MeetingRoom3),2025-12-09 15:10:00
200,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.66),2025-12-09 20:19:00
201,1,1,Cafeteria,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-Cafeteria detected tailgating (confidence 0.82),2025-12-09 21:14:00
202,1,1,Lobby,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-Lobby detected object left unattended (confidence 0.6),2025-12-10 08:49:00
203,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0029 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-10 09:33:00
204,1,1,Cafeteria,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0061 denied entry at Cafeteria (door DOOR-F1-Cafeteria),2025-12-10 09:52:00
205,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0017 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-10 10:04:00
206,1,3,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0038 denied entry at Common Area (door DOOR-F3-CommonArea),2025-12-10 10:16:00
207,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0033 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-10 10:27:00
208,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0022 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-10 10:33:00
209,1,1,Office A,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeA detected loitering (confidence 0.96),2025-12-10 11:46:00
210,1,3,Storage,VISITOR_UNESCORTED_RESTRICTED_ZONE,HIGH,VISITOR_TRACKING,"Visitor Alex Mehta (VIS-0001, hosted by Divya Das) entered restricted zone Storage unescorted",2025-12-10 11:52:40
211,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0069 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-10 12:52:00
212,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0033 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-10 13:14:00
213,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0007 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-10 13:39:00
214,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0025 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-10 14:26:00
215,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0043 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-10 14:31:00
216,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0081 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-10 14:51:00
217,1,3,Break Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-BreakArea detected loitering (confidence 0.59),2025-12-10 21:02:00
218,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0025 accessed Storage outside working hours,2025-12-10 21:20:00
219,1,3,Meeting Room 3,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected loitering (confidence 0.86),2025-12-10 22:20:00
220,1,2,Mobile Zone,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected loitering (confidence 0.77),2025-12-11 03:33:00
221,1,1,Office B,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeB detected object left unattended (confidence 0.71),2025-12-11 07:40:00
222,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.7),2025-12-11 07:42:00
223,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0048 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-11 08:37:00
224,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0084 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-11 09:53:00
225,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0019 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-11 10:15:00
226,1,3,Project Room,MULTIPLE_FAILED_ACCESS_ATTEMPTS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0048 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-11 10:36:00
227,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0066 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-11 10:56:00
228,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0049 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-11 11:15:00
229,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0018 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-11 13:41:00
230,1,2,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-CommonArea detected loitering (confidence 0.69),2025-12-11 14:47:00
231,1,3,Office I,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeI detected loitering (confidence 0.62),2025-12-11 14:50:00
232,1,2,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0042 denied entry at Storage (door DOOR-F2-Storage),2025-12-11 15:09:00
233,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0069 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-11 16:32:00
234,1,3,Storage,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F3-Storage detected camera offline (confidence 0.7),2025-12-11 18:29:00
235,1,1,Conference Room,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected motion detected (confidence 0.79),2025-12-11 18:49:00
236,1,3,Office H,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-OfficeH detected tailgating (confidence 0.88),2025-12-12 01:14:00
237,1,2,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-CommonArea detected loitering (confidence 0.92),2025-12-12 03:00:00
238,1,3,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F3-Storage detected loitering (confidence 0.7),2025-12-12 06:37:00
239,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0074 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-12 07:45:00
240,1,1,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-Storage detected motion detected (confidence 0.71),2025-12-12 08:08:00
241,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0034 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-12 09:20:00
242,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0061 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-12 09:21:00
243,1,1,Storage,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-Storage detected object left unattended (confidence 0.75),2025-12-12 09:27:00
244,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0083 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-12 09:40:00
245,1,3,Break Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0025 denied entry at Break Area (door DOOR-F3-BreakArea),2025-12-12 09:54:00
246,1,1,Office D,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeD detected object left unattended (confidence 0.67),2025-12-12 10:29:00
247,1,3,Storage,VISITOR_UNESCORTED_RESTRICTED_ZONE,HIGH,VISITOR_TRACKING,"Visitor Morgan Almeida (VIS-0028, hosted by Suresh Sivam) entered restricted zone Storage unescorted",2025-12-12 10:35:00
248,1,3,Break Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0050 denied entry at Break Area (door DOOR-F3-BreakArea),2025-12-12 11:01:00
249,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0059 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-12 11:44:00
250,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0066 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-12 12:54:00
251,1,1,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-Storage detected motion detected (confidence 0.66),2025-12-12 14:14:00
252,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0080 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-12 14:16:00
253,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0057 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-12 14:18:00
254,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0053 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-12 14:49:00
255,1,2,Office E,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-OfficeE detected loitering (confidence 0.72),2025-12-12 15:25:00
256,1,3,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0045 denied entry at Storage (door DOOR-F3-Storage),2025-12-12 15:40:00
257,1,1,Conference Room,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected motion detected (confidence 0.89),2025-12-12 17:39:00
258,1,1,Office D,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeD detected object left unattended (confidence 0.72),2025-12-12 18:08:00
259,1,1,Cafeteria,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0047 denied entry at Cafeteria (door DOOR-F1-Cafeteria),2025-12-12 19:40:00
260,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.82),2025-12-12 19:43:00
261,1,2,Office F,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-OfficeF detected loitering (confidence 0.9),2025-12-12 20:02:00
262,1,2,Office F,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-OfficeF detected loitering (confidence 0.85),2025-12-12 23:36:00
263,1,3,Project Room,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-ProjectRoom detected tailgating (confidence 0.91),2025-12-12 23:50:00
264,1,3,Office G,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeG detected loitering (confidence 0.89),2025-12-12 23:53:00
265,1,3,Storage,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F3-Storage detected tailgating (confidence 0.7),2025-12-13 02:01:00
266,1,1,Lobby,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Lobby detected loitering (confidence 0.99),2025-12-13 03:05:00
267,1,3,Storage,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F3-Storage detected tailgating (confidence 0.98),2025-12-13 03:30:00
268,1,2,Office F,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-OfficeF detected loitering (confidence 0.85),2025-12-13 04:47:00
269,1,1,Conference Room,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-ConferenceRoom detected loitering (confidence 0.97),2025-12-13 06:42:00
270,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0057 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-13 07:54:00
271,1,2,Office F,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0004 denied entry at Office F (door DOOR-F2-OfficeF),2025-12-13 10:33:00
272,1,1,Cafeteria,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-Cafeteria detected object left unattended (confidence 0.71),2025-12-13 10:34:00
273,1,1,Cafeteria,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0001 denied entry at Cafeteria (door DOOR-F1-Cafeteria),2025-12-13 11:03:00
274,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0042 accessed Conference Room outside working hours,2025-12-13 11:09:00
275,1,1,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-Storage detected loitering (confidence 0.79),2025-12-13 11:11:00
276,1,1,Office A,MULTIPLE_FAILED_ACCESS_ATTEMPTS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0004 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-13 12:03:00
277,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0052 accessed Storage outside working hours,2025-12-13 12:11:00
278,1,1,Office B,MULTIPLE_FAILED_ACCESS_ATTEMPTS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0004 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-13 12:17:00
279,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0023 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-13 13:16:00
280,1,3,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0058 accessed Storage outside working hours,2025-12-13 13:21:00
281,1,1,Office A,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeA detected loitering (confidence 0.84),2025-12-13 13:29:00
282,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0002 accessed Storage outside working hours,2025-12-13 14:22:00
283,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0017 accessed Storage outside working hours,2025-12-13 14:34:00
284,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0036 accessed Storage outside working hours,2025-12-13 14:36:00
285,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0027 accessed Conference Room outside working hours,2025-12-13 14:41:00
286,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0024 accessed Conference Room outside working hours,2025-12-13 15:53:00
287,1,2,Storage,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F2-Storage detected object left unattended (confidence 0.7),2025-12-13 16:51:00
288,1,3,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0023 accessed Storage outside working hours,2025-12-13 17:57:00
289,1,2,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-CommonArea detected tailgating (confidence 0.64),2025-12-13 18:28:00
290,1,3,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-CommonArea detected loitering (confidence 0.86),2025-12-13 18:56:00
291,1,1,Lobby,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Lobby detected loitering (confidence 0.61),2025-12-13 20:53:00
292,1,3,Break Area,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-BreakArea detected object left unattended (confidence 0.65),2025-12-14 07:00:00
293,1,1,Office C,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-OfficeC detected tailgating (confidence 0.6),2025-12-14 07:34:00
294,1,1,Conference Room,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected motion detected (confidence 0.79),2025-12-14 07:40:00
295,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0002 accessed Storage outside working hours,2025-12-14 10:12:00
296,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0001 accessed Conference Room outside working hours,2025-12-14 10:31:00
297,1,1,Lobby,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Lobby detected loitering (confidence 0.86),2025-12-14 10:35:00
298,1,2,Meeting Room 2,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0084 denied entry at Meeting Room 2 (door DOOR-F2-MeetingRoom2),2025-12-14 11:29:00
299,1,1,Cafeteria,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-Cafeteria detected camera offline (confidence 0.96),2025-12-14 11:59:00
300,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0042 accessed Storage outside working hours,2025-12-14 12:40:00
301,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0035 accessed Storage outside working hours,2025-12-14 14:14:00
302,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0027 accessed Conference Room outside working hours,2025-12-14 14:39:00
303,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0058 accessed Storage outside working hours,2025-12-14 14:47:00
304,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0052 accessed Conference Room outside working hours,2025-12-14 14:59:00
305,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.86),2025-12-14 16:21:00
306,1,1,Cafeteria,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-Cafeteria detected object left unattended (confidence 0.93),2025-12-14 19:16:00
307,1,1,Office C,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected loitering (confidence 0.64),2025-12-14 22:55:00
308,1,1,Storage,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-Storage detected camera offline (confidence 0.63),2025-12-15 07:26:00
309,1,1,Office D,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeD detected object left unattended (confidence 0.83),2025-12-15 07:27:00
310,1,1,Meeting Room 1,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-MeetingRoom1 detected object left unattended (confidence 0.95),2025-12-15 08:06:00
311,1,1,Office A,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeA detected object left unattended (confidence 0.62),2025-12-15 08:57:00
312,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0034 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-15 09:04:00
313,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0030 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-15 09:17:00
314,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0019 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-15 09:43:00
