date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric8,metric9,id,Health Score
0.0,W1F1CM93,0,215465448.0,0.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,26289,100
0.0,W1F1CMVG,0,75363312.0,0.0,0.0,0.0,10.0,28.0,0.0,0.0,0.0,26290,100
0.0,W1F1CMVW,0,114260304.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,0.0,26291,100
0.0,W1F1CNV3,0,37339000.0,0.0,0.0,0.0,9.0,27.0,0.0,0.0,0.0,26292,100
0.0,W1F1CZLY,0,198565120.0,0.0,0.0,0.0,11.0,219724.0,0.0,0.0,0.0,26293,100
0.0,W1F1D8GZ,0,137062504.0,0.0,0.0,0.0,10.0,425683.0,0.0,0.0,0.0,26294,85
0.0,W1F1D99S,0,15272872.0,0.0,0.0,0.0,9.0,213680.0,0.0,0.0,0.0,26295,100
0.0,W1F1DA55,0,240131816.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,0.0,26296,100
0.0,W1F1DABR,0,130431160.0,0.0,0.0,0.0,10.0,29.0,0.0,0.0,0.0,26297,100
0.0,W1F1DN0Y,0,87673088.0,0.0,0.0,0.0,24.0,244455.0,0.0,0.0,0.0,26298,90
0.0,W1F1DN3S,0,111398616.0,0.0,0.0,0.0,11.0,221499.0,0.0,0.0,0.0,26299,100
0.0,W1F1DNYH,0,72635976.0,0.0,0.0,0.0,11.0,218860.0,0.0,0.0,4.0,26300,100
0.0,W1F1DPSA,0,187600256.0,0.0,0.0,0.0,11.0,36.0,0.0,0.0,0.0,26301,100
0.0,W1F1DQJD,0,229200728.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,26302,100
0.0,W1F1DQN8,0,29312568.0,0.0,0.0,0.0,10.0,29.0,0.0,0.0,0.0,26303,100
0.0,W1F1DQQT,0,186878312.0,0.0,18.0,0.0,9.0,27.0,0.0,0.0,4.0,26304,100
0.0,W1F1DQR9,0,17230608.0,0.0,0.0,0.0,8.0,26.0,0.0,0.0,0.0,26305,100
0.0,W1F1DX8D,0,178930280.0,0.0,0.0,0.0,25.0,254055.0,0.0,0.0,0.0,26306,90
0.0,W1F1FHEK,0,18123080.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,0.0,26307,100
0.0,W1F1FZ8B,0,190134600.0,0.0,0.0,0.0,11.0,35.0,0.0,0.0,0.0,26308,100
0.0,W1F1GLFN,0,132445272.0,0.0,0.0,0.0,5.0,241848.0,0.0,0.0,0.0,26309,100
0.0,W1F1GMWX,0,154884880.0,0.0,0.0,0.0,6.0,24.0,0.0,0.0,0.0,26310,100
0.0,W1F1MRP9,0,26359720.0,0.0,0.0,0.0,6.0,228818.0,0.0,0.0,0.0,26311,100
0.0,W1F1N6V6,0,178820056.0,0.0,0.0,0.0,6.0,240353.0,0.0,0.0,0.0,26312,100
0.0,W1F1NS0C,0,26720816.0,0.0,0.0,0.0,6.0,239217.0,0.0,0.0,0.0,26313,100
0.0,W1F1ZVME,0,167025496.0,0.0,0.0,0.0,37.0,294701.0,0.0,0.0,0.0,26314,90
0.0,Z1F02KDL,0,195955800.0,0.0,0.0,0.0,7.0,287986.0,0.0,0.0,18.0,26315,100
0.0,Z1F02NBQ,0,51034904.0,0.0,0.0,0.0,5.0,241215.0,0.0,0.0,0.0,26316,100
0.0,Z1F04CA7,0,66030144.0,0.0,0.0,0.0,5.0,205093.0,0.0,0.0,0.0,26317,100
0.0,Z1F04GCH,0,170833960.0,0.0,0.0,0.0,13.0,309870.0,0.0,0.0,0.0,26318,85
0.0,Z1F0AHAT,0,240814936.0,0.0,0.0,6.0,8.0,266424.0,0.0,0.0,0.0,26319,100
0.0,Z1F0AM4J,0,185483120.0,0.0,0.0,0.0,4.0,327493.0,0.0,0.0,0.0,26320,85
0.0,Z1F0B4XZ,0,91369960.0,0.0,70.0,0.0,10.0,278267.0,0.0,0.0,1165.0,26321,90
0.0,Z1F0BA45,0,51697512.0,0.0,0.0,0.0,8.0,397443.0,0.0,0.0,0.0,26322,85
0.0,Z1F0CBSH,0,179437472.0,992.0,0.0,0.0,5.0,331422.0,0.0,0.0,0.0,26323,85
0.0,Z1F0CRT8,0,92613984.0,0.0,0.0,0.0,10.0,308591.0,0.0,0.0,0.0,26324,85
0.0,Z1F0E1CS,0,214618128.0,0.0,0.0,0.0,10.0,311684.0,0.0,0.0,13.0,26325,85
0.0,Z1F0EWVK,0,242778984.0,0.0,0.0,0.0,36.0,291507.0,0.0,0.0,0.0,26326,90
0.0,Z1F0FAZJ,0,51252944.0,0.0,0.0,0.0,5.0,280155.0,0.0,0.0,18.0,26327,100
0.0,Z1F0FSBY,0,135571760.0,2016.0,0.0,0.0,6.0,209491.0,0.0,0.0,0.0,26328,100
0.0,Z1F0G55J,0,174078552.0,0.0,0.0,0.0,39.0,277552.0,0.0,0.0,0.0,26329,90
0.0,Z1F0GB8A,0,121539480.0,0.0,0.0,0.0,7.0,229522.0,0.0,0.0,0.0,26330,100
0.0,Z1F0GE1M,0,186409216.0,0.0,0.0,0.0,8.0,224644.0,0.0,0.0,0.0,26331,100
0.0,Z1F0K451,0,220675720.0,0.0,0.0,0.0,7.0,296084.0,0.0,0.0,0.0,26332,100
0.0,Z1F0KJDS,0,169965680.0,0.0,0.0,0.0,9.0,227851.0,0.0,0.0,0.0,26333,100
0.0,Z1F0KKN4,0,54730752.0,0.0,0.0,0.0,7.0,225074.0,0.0,0.0,0.0,26334,100
0.0,Z1F0KQWF,0,103554216.0,0.0,0.0,0.0,12.0,311704.0,0.0,0.0,0.0,26335,85
0.0,Z1F0KSLS,0,91748752.0,0.0,0.0,0.0,66.0,243935.0,0.0,0.0,0.0,26336,90
0.0,Z1F0L2VS,0,22432648.0,0.0,2.0,0.0,94.0,241328.0,0.0,0.0,0.0,26337,90
0.0,Z1F0L3BL,0,92725648.0,0.0,0.0,0.0,6.0,305448.0,0.0,0.0,0.0,26338,85
0.0,Z1F0L4T5,0,225165896.0,0.0,0.0,0.0,11.0,335708.0,0.0,0.0,0.0,26339,85
0.0,Z1F0L613,0,210486272.0,0.0,0.0,0.0,60.0,237308.0,0.0,0.0,0.0,26340,90
0.0,Z1F0L6BY,0,137521584.0,0.0,0.0,0.0,60.0,237963.0,0.0,0.0,0.0,26341,90
0.0,Z1F0L6DJ,0,95843520.0,0.0,0.0,0.0,63.0,239854.0,0.0,0.0,0.0,26342,90
0.0,Z1F0L7PX,0,227463096.0,0.0,0.0,0.0,11.0,307570.0,0.0,0.0,1.0,26343,85
0.0,Z1F0LB4J,0,190404104.0,0.0,0.0,0.0,7.0,306100.0,0.0,0.0,0.0,26344,85
0.0,Z1F0LBBG,0,94839648.0,0.0,0.0,0.0,6.0,316031.0,0.0,0.0,0.0,26345,85
0.0,Z1F0LH2M,0,90329568.0,0.0,0.0,0.0,9.0,451188.0,0.0,0.0,0.0,26346,85
0.0,Z1F0LH7B,0,69287760.0,0.0,0.0,0.0,11.0,457786.0,0.0,0.0,0.0,26347,85
0.0,Z1F0LH7E,0,78269384.0,0.0,0.0,0.0,5.0,219244.0,0.0,0.0,0.0,26348,100
0.0,Z1F0LKEE,0,197610144.0,0.0,0.0,0.0,11.0,468569.0,0.0,0.0,0.0,26349,85
0.0,Z1F0LKMJ,0,52507728.0,0.0,0.0,0.0,11.0,467893.0,0.0,0.0,0.0,26350,85
0.0,Z1F0LKWC,0,91450536.0,0.0,0.0,0.0,10.0,458735.0,0.0,0.0,0.0,26351,85
0.0,Z1F0LKX4,0,60917624.0,0.0,0.0,0.0,11.0,461194.0,0.0,0.0,0.0,26352,85
0.0,Z1F0LL7D,0,9429272.0,0.0,0.0,0.0,8.0,304152.0,0.0,0.0,10.0,26353,85
0.0,Z1F0LLED,0,162985400.0,0.0,0.0,0.0,7.0,304738.0,0.0,0.0,1.0,26354,85
0.0,Z1F0LLFY,0,104804312.0,0.0,0.0,0.0,58.0,239570.0,0.0,0.0,2.0,26355,90
0.0,Z1F0LLKC,0,71461336.0,0.0,1.0,0.0,78.0,240650.0,0.0,0.0,104.0,26356,90
0.0,Z1F0LLKR,0,127207576.0,0.0,0.0,0.0,10.0,464525.0,0.0,0.0,1.0,26357,85
0.0,Z1F0LLPJ,0,90982544.0,0.0,0.0,0.0,9.0,470860.0,0.0,0.0,0.0,26358,85
0.0,Z1F0LLPS,0,21451176.0,0.0,0.0,0.0,10.0,466751.0,0.0,0.0,0.0,26359,85
0.0,Z1F0LM11,0,62141992.0,0.0,0.0,0.0,8.0,305394.0,0.0,0.0,2.0,26360,85
0.0,Z1F0LM6T,0,18671464.0,0.0,0.0,0.0,11.0,472654.0,0.0,0.0,0.0,26361,85
0.0,Z1F0LNQB,0,149608760.0,0.0,0.0,0.0,10.0,461931.0,0.0,0.0,0.0,26362,85
0.0,Z1F0LQGS,0,225752144.0,0.0,0.0,0.0,7.0,308871.0,0.0,0.0,0.0,26363,85
0.0,Z1F0LRLQ,0,228246616.0,0.0,0.0,0.0,12.0,308819.0,0.0,0.0,5.0,26364,85
0.0,Z1F0LSHN,0,99040520.0,0.0,0.0,0.0,12.0,311365.0,0.0,0.0,0.0,26365,85
0.0,Z1F0LSNZ,0,63486104.0,0.0,318.0,0.0,6.0,309607.0,0.0,0.0,18.0,26366,75
0.0,Z1F0LSPT,0,221623272.0,0.0,0.0,0.0,7.0,308338.0,0.0,0.0,0.0,26367,85
0.0,Z1F0LSQ4,0,192431664.0,0.0,0.0,0.0,7.0,317492.0,0.0,0.0,0.0,26368,85
0.0,Z1F0LSXW,0,151567616.0,0.0,0.0,0.0,7.0,304046.0,0.0,0.0,0.0,26369,85
0.0,Z1F0LT0S,0,120269672.0,0.0,0.0,0.0,6.0,318822.0,0.0,0.0,0.0,26370,85
0.0,Z1F0LT3Y,0,167611984.0,0.0,0.0,0.0,10.0,458545.0,0.0,0.0,0.0,26371,85
0.0,Z1F0LV8X,0,27583160.0,0.0,0.0,0.0,7.0,319898.0,0.0,0.0,1.0,26372,85
0.0,Z1F0LV93,0,75011312.0,0.0,0.0,0.0,10.0,468289.0,0.0,0.0,0.0,26373,85
0.0,Z1F0LVEM,0,168338024.0,0.0,0.0,6.0,57.0,238241.0,0.0,0.0,1.0,26374,90
0.0,Z1F0LVGY,0,222708952.0,0.0,0.0,0.0,7.0,320226.0,24.0,24.0,0.0,26375,85
0.0,Z1F0LVL5,0,134683912.0,0.0,0.0,0.0,11.0,470505.0,0.0,0.0,0.0,26376,85
0.0,Z1F0M0XP,0,89297480.0,0.0,0.0,0.0,10.0,312695.0,0.0,0.0,3.0,26377,85
0.0,Z1F0MA1S,0,159839616.0,0.0,0.0,0.0,8.0,224239.0,0.0,0.0,0.0,26378,100
0.0,Z1F0MBGF,0,107251968.0,0.0,0.0,0.0,57.0,238045.0,0.0,0.0,0.0,26379,90
0.0,Z1F0MCCA,0,138031648.0,0.0,0.0,0.0,12.0,326075.0,0.0,0.0,0.0,26380,85
0.0,Z1F0MM43,0,152085704.0,0.0,0.0,0.0,16.0,274125.0,0.0,0.0,0.0,26381,90
0.0,Z1F0MP8Q,0,35432848.0,0.0,0.0,1.0,7.0,268021.0,0.0,0.0,0.0,26382,100
0.0,Z1F0MR6M,0,469040.0,0.0,0.0,0.0,13.0,308887.0,0.0,0.0,0.0,26383,85
0.0,Z1F0MRPJ,0,236149008.0,0.0,0.0,0.0,9.0,227457.0,0.0,0.0,0.0,26384,100
0.0,Z1F0MSSJ,0,174883336.0,0.0,0.0,0.0,11.0,310336.0,0.0,0.0,3.0,26385,85
0.0,Z1F0MTFT,0,216137992.0,0.0,0.0,0.0,12.0,269480.0,0.0,0.0,0.0,26386,100
0.0,Z1F0MWE7,0,5076680.0,0.0,0.0,0.0,13.0,311328.0,0.0,0.0,0.0,26387,85
0.0,Z1F0MXFY,0,134239400.0,0.0,0.0,0.0,10.0,237509.0,0.0,0.0,0.0,26388,100
0.0,Z1F0MYCF,0,90662312.0,0.0,0.0,0.0,10.0,312188.0,0.0,0.0,0.0,26389,85
0.0,Z1F0MYEL,0,90734288.0,0.0,3.0,0.0,37.0,279790.0,0.0,0.0,3.0,26390,90
0.0,Z1F0N5AD,0,166656280.0,0.0,0.0,0.0,68.0,237891.0,0.0,0.0,0.0,26391,90
0.0,Z1F0N7VR,0,125500296.0,0.0,0.0,0.0,9.0,236041.0,0.0,0.0,0.0,26392,100
0.0,Z1F0P16F,0,229402952.0,1096.0,0.0,0.0,7.0,289610.0,0.0,0.0,2.0,26393,100
0.0,Z1F0P5D9,0,137910488.0,0.0,0.0,0.0,31.0,275912.0,0.0,0.0,2.0,26394,90
0.0,Z1F0PSHD,0,47270144.0,0.0,0.0,0.0,37.0,271914.0,0.0,0.0,1.0,26395,90
0.0,Z1F0Q8RT,0,183567240.0,0.0,0.0,4.0,9.0,209569.0,0.0,0.0,0.0,26396,100
0.0,Z1F0Q9H0,0,197590840.0,0.0,0.0,0.0,32.0,277835.0,0.0,0.0,0.0,26397,90
0.0,Z1F0QGSE,0,34714288.0,0.0,0.0,0.0,32.0,274523.0,0.0,0.0,0.0,26398,90
0.0,Z1F0QGWP,0,235602296.0,0.0,0.0,0.0,12.0,269805.0,0.0,0.0,1.0,26399,100
0.0,Z1F0QH0C,0,169543480.0,0.0,1.0,0.0,8.0,227684.0,0.0,0.0,0.0,26400,100
0.0,Z1F0QH7R,0,93486560.0,0.0,0.0,0.0,12.0,311341.0,0.0,0.0,0.0,26401,85
0.0,Z1F0QK05,0,191240640.0,0.0,0.0,0.0,9.0,224875.0,0.0,0.0,0.0,26402,100
0.0,Z1F0QKGH,0,57623792.0,0.0,0.0,0.0,14.0,277370.0,0.0,0.0,0.0,26403,100
0.0,Z1F0QKMV,0,211377872.0,0.0,0.0,0.0,10.0,310960.0,0.0,0.0,0.0,26404,85
0.0,Z1F0QL3N,0,89681088.0,0.0,0.0,0.0,10.0,229526.0,0.0,0.0,0.0,26405,100
0.0,Z1F0QLC1,0,116136224.0,0.0,0.0,0.0,8.0,225349.0,0.0,0.0,0.0,26406,100
0.0,Z1F0QLC7,0,53880968.0,0.0,0.0,0.0,64.0,200234.0,0.0,0.0,0.0,26407,90
0.0,Z1F0QQ5F,0,6523272.0,0.0,0.0,0.0,12.0,308938.0,0.0,0.0,0.0,26408,85
0.0,Z1F0QZJB,0,120766304.0,0.0,0.0,6.0,10.0,309861.0,0.0,0.0,0.0,26409,85
0.0,Z1F0R8QZ,0,176796240.0,0.0,15.0,0.0,95.0,243191.0,0.0,0.0,155.0,26410,90
0.0,Z1F0RGQV,0,84589784.0,0.0,0.0,0.0,89.0,233939.0,0.0,0.0,0.0,26411,90
0.0,Z1F0VJ8V,0,49361312.0,0.0,0.0,0.0,15.0,41.0,0.0,0.0,0.0,26412,100
0.0,Z1F0VNSW,0,233214976.0,0.0,0.0,0.0,5.0,208132.0,0.0,0.0,0.0,26413,100
0.0,Z1F0W23J,0,175955216.0,0.0,0.0,0.0,8.0,426830.0,0.0,0.0,10.0,26414,85
0.0,Z1F0WPTF,0,93798720.0,0.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,26415,100
0.0,Z1F0ZCPW,0,25758072.0,0.0,0.0,0.0,8.0,189197.0,0.0,0.0,1.0,26416,100
0.0,Z1F11B2R,0,10887424.0,0.0,0.0,0.0,6.0,352164.0,0.0,0.0,0.0,26417,85
0.0,Z1F11SL0,0,227507376.0,0.0,0.0,0.0,8.0,190122.0,0.0,0.0,0.0,26418,100
0.0,Z1F11SYE,0,119222384.0,0.0,0.0,3.0,7.0,199824.0,0.0,0.0,0.0,26419,100
0.0,Z1F130LH,0,157267784.0,2464.0,0.0,0.0,24.0,254318.0,0.0,0.0,0.0,26420,90
0.0,Z1F1479Y,0,100069464.0,0.0,0.0,0.0,8.0,203734.0,0.0,0.0,0.0,26421,100
0.0,Z1F147WQ,0,50355056.0,0.0,0.0,0.0,8.0,169147.0,0.0,0.0,0.0,26422,100
0.0,Z1F148T1,0,32655840.0,0.0,0.0,0.0,8.0,198461.0,0.0,0.0,0.0,26423,100
0.0,Z1F14BGY,0,219463072.0,0.0,0.0,0.0,8.0,203326.0,0.0,0.0,0.0,26424,100
0.0,Z1F15HYM,0,196259528.0,0.0,0.0,0.0,8.0,238826.0,0.0,0.0,0.0,26425,100
0.0,Z1F1652D,0,148467128.0,0.0,0.0,0.0,8.0,208658.0,0.0,0.0,0.0,26426,100
0.0,Z1F1653X,0,212640032.0,0.0,0.0,34.0,8.0,191009.0,0.0,0.0,0.0,26427,95
0.0,Z1F16BR1,0,26702704.0,0.0,0.0,0.0,9.0,171978.0,0.0,0.0,8.0,26428,100
0.0,Z1F17XPD,0,50138696.0,0.0,1.0,0.0,3.0,218165.0,0.0,0.0,1.0,26429,100
0.0,Z1F17YTD,0,146691192.0,0.0,1.0,0.0,5.0,223403.0,0.0,0.0,8.0,26430,100
0.0,Z1F17ZCN,0,98310280.0,0.0,1.0,10.0,3.0,217167.0,0.0,0.0,0.0,26431,100
0.0,Z1F18YB3,0,109083192.0,0.0,0.0,0.0,8.0,247203.0,0.0,0.0,0.0,26432,100
0.0,Z1F18YST,0,211771520.0,0.0,0.0,0.0,8.0,227867.0,0.0,0.0,0.0,26433,100
0.0,Z1F1901P,0,108588944.0,0.0,0.0,0.0,8.0,239350.0,0.0,0.0,0.0,26434,100
0.0,Z1F19KMH,0,20509832.0,0.0,0.0,0.0,14.0,44.0,0.0,0.0,5.0,26435,100
0.0,Z1F19QH0,0,213943160.0,0.0,0.0,0.0,15.0,45.0,0.0,0.0,0.0,26436,100
0.0,Z1F19TP2,0,20544600.0,24.0,0.0,0.0,9.0,27.0,0.0,0.0,0.0,26437,100
0.0,Z1F19TVX,0,11950288.0,0.0,0.0,0.0,11.0,88840.0,8.0,8.0,0.0,26438,100
0.0,Z1F1A0LM,0,53837776.0,0.0,0.0,0.0,7.0,250229.0,0.0,0.0,0.0,26439,100
0.0,Z1F1A0RP,0,46079664.0,0.0,0.0,0.0,7.0,197766.0,0.0,0.0,0.0,26440,100
0.0,Z1F1A1HH,0,199679760.0,0.0,0.0,0.0,7.0,228054.0,0.0,0.0,0.0,26441,100
0.0,Z1F1A83K,0,191856208.0,0.0,0.0,0.0,11.0,27.0,0.0,0.0,0.0,26442,100
0.0,Z1F1AD0M,0,139922640.0,0.0,0.0,1.0,21.0,237209.0,0.0,0.0,0.0,26443,90
0.0,Z1F1AFF2,0,122691672.0,112.0,0.0,0.0,12.0,37.0,0.0,0.0,0.0,26444,100
0.0,Z1F1B6NP,0,202539408.0,0.0,0.0,0.0,11.0,30.0,0.0,0.0,1.0,26445,100
0.0,Z1F1B799,0,19979664.0,0.0,0.0,0.0,14.0,43.0,0.0,0.0,0.0,26446,100
0.0,Z1F1CZ35,0,224928096.0,0.0,0.0,0.0,8.0,235323.0,0.0,0.0,3.0,26447,100
0.0,Z1F1FZ9J,0,113920584.0,0.0,0.0,0.0,5.0,230467.0,0.0,0.0,0.0,26448,100
0.0,Z1F1Q9BD,0,170832528.0,0.0,0.0,0.0,7.0,242131.0,0.0,0.0,0.0,26449,100
0.0,Z1F1R76A,0,43928520.0,0.0,0.0,0.0,6.0,335330.0,0.0,0.0,12.0,26450,85
0.0,Z1F1RJFA,0,67195576.0,1576.0,1.0,0.0,4.0,332807.0,0.0,0.0,0.0,26451,85
0.0,Z1F1VMZB,0,5084536.0,0.0,0.0,0.0,5.0,216931.0,0.0,0.0,0.0,26452,100
0.0,Z1F1VQFY,0,122823864.0,0.0,0.0,0.0,6.0,243636.0,0.0,0.0,0.0,26453,100
0.0,Z1F26YZB,0,158307064.0,0.0,1.0,0.0,1.0,289551.0,0.0,0.0,0.0,26454,100
0.0,Z1F282ZV,0,69320760.0,0.0,1.0,0.0,1.0,190173.0,0.0,0.0,0.0,26455,100
0.0,Z1F2PBHX,0,197796832.0,0.0,0.0,0.0,5.0,157414.0,0.0,0.0,0.0,26456,100
0.0,S1F01E6Y,0,129496320.0,0.0,0.0,0.0,12.0,259363.0,0.0,0.0,0.0,26457,100
0.0,S1F01R2B,0,130795888.0,0.0,0.0,0.0,17.0,329763.0,0.0,0.0,3.0,26458,75
0.0,S1F01XDJ,0,200723304.0,0.0,0.0,0.0,8.0,422508.0,0.0,0.0,0.0,26459,85
0.0,S1F02A0J,0,88243824.0,0.0,1.0,0.0,15.0,326541.0,0.0,0.0,0.0,26460,85
0.0,S1F02L38,0,176520112.0,0.0,0.0,0.0,2.0,242319.0,0.0,0.0,8.0,26461,100
0.0,S1F03YZM,0,131554264.0,0.0,0.0,0.0,8.0,227454.0,0.0,0.0,0.0,26462,100
0.0,S1F044ET,0,160838064.0,0.0,0.0,0.0,5.0,255228.0,0.0,0.0,0.0,26463,100
0.0,S1F06ZX2,0,38872288.0,0.0,0.0,0.0,9.0,424079.0,0.0,0.0,0.0,26464,85
0.0,S1F09DZQ,0,95961992.0,184.0,0.0,2.0,7.0,400367.0,0.0,0.0,2.0,26465,85
0.0,S1F0AADQ,0,181355752.0,0.0,0.0,0.0,8.0,399307.0,0.0,0.0,1.0,26466,85
0.0,S1F0AEFT,0,179381968.0,0.0,0.0,0.0,10.0,411084.0,0.0,0.0,0.0,26467,85
0.0,S1F0BVK1,0,90455816.0,0.0,0.0,0.0,5.0,257626.0,0.0,0.0,0.0,26468,100
0.0,S1F0BWZ3,0,189252344.0,0.0,0.0,0.0,8.0,372892.0,0.0,0.0,2.0,26469,85
0.0,S1F0C95J,0,210702632.0,0.0,0.0,0.0,5.0,256371.0,0.0,0.0,0.0,26470,100
0.0,S1F0CE60,0,69893560.0,0.0,0.0,0.0,6.0,233750.0,0.0,0.0,0.0,26471,100
0.0,S1F0CVWK,0,41441728.0,1944.0,0.0,6.0,8.0,371724.0,0.0,0.0,0.0,26472,85
0.0,S1F0DKAN,0,88484336.0,0.0,0.0,0.0,6.0,277682.0,0.0,0.0,0.0,26473,100
0.0,S1F0DSTY,0,206559720.0,0.0,0.0,0.0,12.0,461994.0,0.0,0.0,0.0,26474,85
0.0,S1F0E9EP,0,68676824.0,0.0,0.0,0.0,9.0,224544.0,0.0,0.0,0.0,26475,100
0.0,S1F0EEP2,0,233296576.0,0.0,0.0,0.0,13.0,263827.0,0.0,0.0,0.0,26476,100
0.0,S1F0EGMT,0,134588816.0,0.0,0.0,0.0,10.0,223392.0,0.0,0.0,0.0,26477,100
0.0,S1F0EGSH,0,189848480.0,0.0,0.0,0.0,11.0,240092.0,0.0,0.0,0.0,26478,100
0.0,S1F0F4EB,0,10570840.0,0.0,0.0,0.0,10.0,228270.0,0.0,0.0,3.0,26479,100
0.0,S1F0F4G4,0,44159760.0,0.0,0.0,0.0,10.0,311605.0,0.0,0.0,2.0,26480,85
0.0,S1F0FGBQ,0,62105744.0,0.0,0.0,0.0,10.0,194769.0,0.0,0.0,0.0,26481,100
0.0,S1F0FP0C,0,129518912.0,0.0,0.0,0.0,10.0,227909.0,0.0,0.0,0.0,26482,100
0.0,S1F0FVBE,0,88843432.0,0.0,0.0,0.0,14.0,313613.0,0.0,0.0,0.0,26483,85
0.0,S1F0FW8K,0,223704712.0,0.0,0.0,0.0,92.0,238026.0,0.0,0.0,0.0,26484,90
0.0,S1F0FZ8F,0,9319024.0,0.0,0.0,0.0,8.0,223437.0,0.0,0.0,0.0,26485,100
0.0,S1F0G0XX,0,190252056.0,0.0,0.0,0.0,12.0,312380.0,0.0,0.0,0.0,26486,85
0.0,S1F0G9ZF,0,73319216.0,0.0,0.0,0.0,70.0,240123.0,0.0,0.0,0.0,26487,90
0.0,S1F0GCED,0,37590512.0,0.0,0.0,0.0,9.0,229142.0,0.0,0.0,0.0,26488,100
0.0,S1F0GGJD,0,122171120.0,0.0,0.0,0.0,62.0,211191.0,0.0,0.0,0.0,26489,90
0.0,S1F0GGPP,0,75858672.0,0.0,0.0,0.0,10.0,227650.0,0.0,0.0,0.0,26490,100
0.0,S1F0GHJ1,0,23472464.0,0.0,0.0,0.0,58.0,240050.0,0.0,0.0,0.0,26491,90
0.0,S1F0GJL9,0,114676704.0,0.0,0.0,0.0,63.0,242176.0,0.0,0.0,0.0,26492,90
0.0,S1F0GJW3,0,35042232.0,0.0,0.0,0.0,9.0,229391.0,0.0,0.0,0.0,26493,100
0.0,S1F0GKFX,0,142430440.0,0.0,0.0,0.0,65.0,243013.0,0.0,0.0,0.0,26494,90
0.0,S1F0GKL6,0,176607712.0,0.0,0.0,0.0,90.0,241355.0,0.0,0.0,0.0,26495,90
0.0,S1F0GPFZ,0,181248592.0,0.0,0.0,0.0,9.0,223040.0,0.0,0.0,0.0,26496,100
0.0,S1F0GPXY,0,123209728.0,0.0,0.0,0.0,9.0,224216.0,0.0,0.0,0.0,26497,100
0.0,S1F0GQCL,0,235755232.0,0.0,0.0,0.0,92.0,235973.0,0.0,0.0,1.0,26498,90
0.0,S1F0GRB1,0,216623384.0,0.0,0.0,0.0,67.0,241913.0,0.0,0.0,0.0,26499,90
0.0,S1F0GSD9,0,37600608.0,0.0,0.0,0.0,12.0,224812.0,0.0,0.0,0.0,26500,100
0.0,S1F0GSHB,0,154715088.0,0.0,0.0,0.0,91.0,244099.0,0.0,0.0,0.0,26501,90
0.0,S1F0GV0W,0,13972208.0,0.0,5.0,6.0,95.0,241671.0,0.0,0.0,0.0,26502,90
0.0,S1F0H6JG,0,163653304.0,0.0,0.0,0.0,8.0,220069.0,0.0,0.0,0.0,26503,100
0.0,S1F0H6JJ,0,53985680.0,0.0,0.0,0.0,35.0,275872.0,0.0,0.0,2.0,26504,90
0.0,S1F0J5JH,0,122887120.0,0.0,0.0,0.0,8.0,228337.0,0.0,0.0,0.0,26505,100
0.0,S1F0JD7P,0,41069392.0,0.0,0.0,0.0,58.0,244345.0,0.0,0.0,0.0,26506,90
0.0,S1F0JGJV,0,65753568.0,0.0,0.0,0.0,8.0,222566.0,0.0,0.0,0.0,26507,100
0.0,S1F0JMRJ,0,216211320.0,0.0,0.0,0.0,39.0,274995.0,0.0,0.0,14.0,26508,90
0.0,S1F0KY6R,0,26522136.0,0.0,0.0,0.0,14.0,310406.0,0.0,0.0,0.0,26509,85
0.0,S1F0KYCR,0,102594832.0,0.0,0.0,0.0,10.0,226910.0,0.0,0.0,0.0,26510,100
0.0,S1F0KZJJ,0,61625832.0,0.0,0.0,0.0,37.0,278387.0,0.0,0.0,0.0,26511,90
0.0,S1F0L0DW,0,181643048.0,0.0,0.0,0.0,7.0,306769.0,0.0,0.0,0.0,26512,85
0.0,S1F0LBMG,0,208802072.0,0.0,0.0,0.0,7.0,307822.0,0.0,0.0,7.0,26513,85
0.0,S1F0LBY2,0,57411928.0,0.0,0.0,0.0,12.0,467951.0,0.0,0.0,0.0,26514,85
0.0,S1F0LCKH,0,175655712.0,0.0,0.0,0.0,12.0,471734.0,0.0,0.0,0.0,26515,85
0.0,S1F0LCQX,0,10623568.0,0.0,0.0,0.0,7.0,304789.0,0.0,0.0,0.0,26516,85
0.0,S1F0LCVC,0,216290824.0,0.0,0.0,0.0,8.0,218514.0,0.0,0.0,0.0,26517,100
0.0,S1F0LD15,0,58246864.0,0.0,0.0,0.0,6.0,308234.0,0.0,0.0,0.0,26518,85
0.0,S1F0LD2C,0,43858664.0,0.0,0.0,0.0,13.0,461528.0,0.0,0.0,0.0,26519,85
0.0,S1F0LD73,0,47352520.0,0.0,0.0,0.0,6.0,307278.0,0.0,0.0,0.0,26520,85
0.0,S1F0LR01,0,34307320.0,0.0,0.0,8.0,9.0,169543.0,0.0,0.0,0.0,26521,100
0.0,S1F0M2PQ,0,153879368.0,0.0,0.0,6.0,60.0,243613.0,0.0,0.0,0.0,26522,90
