cctv_event_id,facility_id,floor,zone,camera_id,event_type,confidence,timestamp
293,1,3,Common Area,CAM-F3-CommonArea,loitering,0.87,2025-12-19 22:25:00
294,1,2,Common Area,CAM-F2-CommonArea,crowd_detected,0.77,2025-12-20 10:08:00
295,1,1,Lobby,CAM-F1-Lobby,camera_offline,0.78,2025-12-07 09:09:00
296,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,motion_detected,0.78,2025-12-23 19:49:00
297,1,2,Storage,CAM-F2-Storage,crowd_detected,0.77,2025-12-05 20:14:00
298,1,1,Conference Room,CAM-F1-ConferenceRoom,motion_detected,0.65,2025-12-06 08:02:00
299,1,1,Lobby,CAM-F1-Lobby,loitering,0.94,2025-12-23 18:45:00
300,1,1,Office A,CAM-F1-OfficeA,tailgating,0.88,2025-12-18 21:13:00
301,1,1,Office A,CAM-F1-OfficeA,motion_detected,0.89,2025-12-09 10:56:00
302,1,3,Break Area,CAM-F3-BreakArea,tailgating,0.64,2025-12-04 19:32:00
303,1,1,Storage,CAM-F1-Storage,motion_detected,0.71,2025-12-12 08:08:00
304,1,3,Office G,CAM-F3-OfficeG,loitering,0.65,2025-12-29 11:29:00
305,1,1,Office D,CAM-F1-OfficeD,loitering,0.88,2025-12-19 17:23:00
306,1,3,Break Area,CAM-F3-BreakArea,motion_detected,0.84,2025-12-22 13:36:00
307,1,3,Office I,CAM-F3-OfficeI,crowd_detected,0.72,2025-12-01 17:40:00
308,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,tailgating,0.84,2025-12-28 00:31:00
309,1,3,Office I,CAM-F3-OfficeI,motion_detected,0.62,2025-12-26 16:42:00
310,1,2,Office E,CAM-F2-OfficeE,motion_detected,0.83,2025-12-01 18:09:00
311,1,2,Storage,CAM-F2-Storage,tailgating,0.71,2025-12-07 15:33:00
312,1,1,Cafeteria,CAM-F1-Cafeteria,tailgating,0.82,2025-12-09 21:14:00
313,1,3,Project Room,CAM-F3-ProjectRoom,loitering,0.78,2025-12-30 17:43:00
314,1,1,Cafeteria,CAM-F1-Cafeteria,motion_detected,0.56,2025-12-22 18:23:00
315,1,1,Conference Room,CAM-F1-ConferenceRoom,motion_detected,0.74,2025-12-04 20:43:00
316,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,motion_detected,0.85,2025-12-26 08:43:00
317,1,1,Office A,CAM-F1-OfficeA,motion_detected,0.74,2025-12-05 13:27:00
318,1,3,Common Area,CAM-F3-CommonArea,motion_detected,0.57,2025-12-17 17:49:00
319,1,3,Common Area,CAM-F3-CommonArea,motion_detected,0.73,2025-12-15 11:31:00
320,1,1,Office C,CAM-F1-OfficeC,motion_detected,0.85,2025-12-28 16:36:00
321,1,2,Common Area,CAM-F2-CommonArea,motion_detected,0.87,2025-12-08 16:22:00
322,1,1,Office C,CAM-F1-OfficeC,object_left_unattended,0.7,2025-12-29 10:33:00
323,1,2,Office E,CAM-F2-OfficeE,crowd_detected,0.62,2025-12-05 13:10:00
324,1,2,Office F,CAM-F2-OfficeF,loitering,0.85,2025-12-12 23:36:00
325,1,2,Common Area,CAM-F2-CommonArea,loitering,0.64,2025-12-08 04:00:00
326,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,motion_detected,0.73,2025-12-12 18:18:00
327,1,2,Common Area,CAM-F2-CommonArea,tailgating,0.77,2025-12-25 20:32:00
328,1,1,Office B,CAM-F1-OfficeB,motion_detected,0.56,2025-12-02 20:05:00
329,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,object_left_unattended,0.72,2025-12-24 14:13:00
330,1,2,Mobile Zone,CAM-F2-MobileZone,tailgating,0.72,2025-12-08 12:47:00
331,1,2,Storage,CAM-F2-Storage,tailgating,0.8,2025-12-07 02:17:00
332,1,3,Project Room,CAM-F3-ProjectRoom,motion_detected,0.9,2025-12-03 13:00:00
333,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,motion_detected,0.79,2025-12-04 07:19:00
334,1,2,Common Area,CAM-F2-CommonArea,tailgating,0.64,2025-12-13 18:28:00
335,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,motion_detected,0.89,2025-12-14 19:28:00
336,1,3,Office I,CAM-F3-OfficeI,loitering,0.78,2025-12-29 17:30:00
337,1,3,Project Room,CAM-F3-ProjectRoom,tailgating,0.91,2025-12-12 23:50:00
338,1,3,Break Area,CAM-F3-BreakArea,loitering,0.97,2025-12-01 02:40:00
339,1,1,Office D,CAM-F1-OfficeD,motion_detected,0.91,2025-12-01 19:31:00
340,1,3,Storage,CAM-F3-Storage,motion_detected,0.66,2025-12-09 20:19:00
341,1,3,Office G,CAM-F3-OfficeG,motion_detected,0.74,2025-12-26 10:34:00
342,1,3,Office I,CAM-F3-OfficeI,motion_detected,0.94,2025-12-29 19:50:00
343,1,3,Storage,CAM-F3-Storage,motion_detected,0.7,2025-12-11 07:42:00
344,1,2,Common Area,CAM-F2-CommonArea,crowd_detected,0.63,2025-12-12 08:35:00
345,1,3,Office I,CAM-F3-OfficeI,crowd_detected,0.74,2025-12-26 18:28:00
346,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,crowd_detected,0.65,2025-12-17 15:32:00
347,1,2,Storage,CAM-F2-Storage,tailgating,0.69,2025-12-09 13:32:00
348,1,1,Cafeteria,CAM-F1-Cafeteria,motion_detected,0.69,2025-12-17 09:47:00
349,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,motion_detected,0.83,2025-12-08 20:36:00
350,1,3,Break Area,CAM-F3-BreakArea,motion_detected,0.97,2025-12-13 19:38:00
351,1,1,Conference Room,CAM-F1-ConferenceRoom,tailgating,0.99,2025-12-09 04:11:00
352,1,1,Conference Room,CAM-F1-ConferenceRoom,tailgating,0.58,2025-12-27 15:28:00
353,1,3,Office H,CAM-F3-OfficeH,motion_detected,0.69,2025-12-18 12:55:00
354,1,3,Project Room,CAM-F3-ProjectRoom,motion_detected,0.68,2025-12-10 07:57:00
355,1,1,Office B,CAM-F1-OfficeB,loitering,0.95,2025-12-07 03:47:00
356,1,1,Office D,CAM-F1-OfficeD,object_left_unattended,0.59,2025-12-22 08:27:00
357,1,1,Conference Room,CAM-F1-ConferenceRoom,tailgating,0.73,2025-12-04 20:43:00
358,1,2,Office F,CAM-F2-OfficeF,loitering,0.9,2025-12-12 20:02:00
359,1,2,Office E,CAM-F2-OfficeE,motion_detected,0.64,2025-12-04 16:14:00
360,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,object_left_unattended,0.86,2025-12-05 13:45:00
361,1,2,Mobile Zone,CAM-F2-MobileZone,motion_detected,0.69,2025-12-01 10:32:00
362,1,1,Office A,CAM-F1-OfficeA,crowd_detected,0.7,2025-12-25 09:37:00
363,1,3,Office G,CAM-F3-OfficeG,object_left_unattended,0.99,2025-12-07 07:06:00
364,1,1,Office A,CAM-F1-OfficeA,motion_detected,0.71,2025-12-03 11:51:00
365,1,2,Storage,CAM-F2-Storage,loitering,0.95,2025-12-04 13:47:00
366,1,1,Office C,CAM-F1-OfficeC,motion_detected,0.8,2025-12-20 16:49:00
367,1,1,Cafeteria,CAM-F1-Cafeteria,motion_detected,0.71,2025-12-30 19:46:00
368,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,motion_detected,0.91,2025-12-11 08:42:00
369,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,object_left_unattended,0.78,2025-12-08 16:26:00
370,1,1,Office C,CAM-F1-OfficeC,motion_detected,0.58,2025-12-17 17:31:00
371,1,1,Office A,CAM-F1-OfficeA,motion_detected,0.97,2025-12-18 11:39:00
372,1,3,Project Room,CAM-F3-ProjectRoom,motion_detected,0.92,2025-12-28 09:48:00
373,1,3,Office I,CAM-F3-OfficeI,tailgating,0.77,2025-12-30 12:01:00
374,1,3,Storage,CAM-F3-Storage,motion_detected,0.91,2025-12-04 10:13:00
375,1,1,Office C,CAM-F1-OfficeC,motion_detected,0.62,2025-12-25 16:22:00
376,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,loitering,0.67,2025-12-02 19:51:00
377,1,3,Break Area,CAM-F3-BreakArea,crowd_detected,0.76,2025-12-02 20:13:00
378,1,3,Break Area,CAM-F3-BreakArea,crowd_detected,0.71,2025-12-03 14:31:00
379,1,3,Office I,CAM-F3-OfficeI,motion_detected,0.66,2025-12-12 18:28:00
380,1,1,Office A,CAM-F1-OfficeA,motion_detected,0.95,2025-12-13 08:44:00
381,1,1,Conference Room,CAM-F1-ConferenceRoom,motion_detected,0.56,2025-12-29 09:46:00
382,1,1,Lobby,CAM-F1-Lobby,motion_detected,0.99,2025-12-30 13:37:00
383,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,motion_detected,0.59,2025-12-03 14:43:00
384,1,1,Office D,CAM-F1-OfficeD,loitering,0.6,2025-12-04 20:57:00
385,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,tailgating,0.85,2025-12-28 10:55:00
386,1,3,Project Room,CAM-F3-ProjectRoom,motion_detected,0.69,2025-12-30 07:11:00
387,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,object_left_unattended,0.81,2025-12-28 19:31:00
388,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,motion_detected,0.6,2025-12-02 09:14:00
389,1,2,Office E,CAM-F2-OfficeE,tailgating,0.85,2025-12-27 15:42:00
390,1,3,Storage,CAM-F3-Storage,camera_offline,0.94,2025-12-20 20:01:00
391,1,3,Storage,CAM-F3-Storage,tailgating,0.7,2025-12-13 02:01:00
392,1,1,Office C,CAM-F1-OfficeC,motion_detected,0.65,2025-12-03 07:53:00
393,1,2,Common Area,CAM-F2-CommonArea,loitering,0.94,2025-12-01 22:44:00
394,1,1,Office A,CAM-F1-OfficeA,motion_detected,0.73,2025-12-09 19:51:00
395,1,1,Office B,CAM-F1-OfficeB,loitering,0.9,2025-12-29 00:02:00
396,1,3,Office I,CAM-F3-OfficeI,motion_detected,0.69,2025-12-27 13:36:00
397,1,1,Storage,CAM-F1-Storage,loitering,0.91,2025-12-19 22:26:00
398,1,3,Storage,CAM-F3-Storage,motion_detected,0.85,2025-12-15 15:14:00
399,1,3,Common Area,CAM-F3-CommonArea,crowd_detected,0.84,2025-12-18 12:36:00
400,1,3,Office G,CAM-F3-OfficeG,motion_detected,0.68,2025-12-09 11:05:00
401,1,3,Break Area,CAM-F3-BreakArea,tailgating,0.74,2025-12-20 03:58:00
402,1,2,Office F,CAM-F2-OfficeF,motion_detected,0.78,2025-12-28 19:40:00
403,1,2,Storage,CAM-F2-Storage,object_left_unattended,0.7,2025-12-13 16:51:00
404,1,1,Office B,CAM-F1-OfficeB,motion_detected,0.77,2025-12-04 20:18:00
405,1,3,Office H,CAM-F3-OfficeH,motion_detected,0.85,2025-12-21 14:18:00
406,1,2,Mobile Zone,CAM-F2-MobileZone,loitering,0.98,2025-12-29 07:08:00
407,1,3,Break Area,CAM-F3-BreakArea,motion_detected,0.97,2025-12-13 19:28:00
408,1,1,Office C,CAM-F1-OfficeC,object_left_unattended,0.89,2025-12-04 13:08:00
409,1,3,Office I,CAM-F3-OfficeI,motion_detected,0.69,2025-12-13 19:12:00
410,1,3,Office H,CAM-F3-OfficeH,motion_detected,0.79,2025-12-05 13:56:00
411,1,3,Common Area,CAM-F3-CommonArea,tailgating,0.72,2025-12-26 00:23:00
412,1,3,Office G,CAM-F3-OfficeG,loitering,0.58,2025-12-24 07:10:00
413,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,crowd_detected,0.59,2025-12-27 09:13:00
414,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,motion_detected,0.7,2025-12-11 09:12:00
415,1,2,Office F,CAM-F2-OfficeF,object_left_unattended,0.55,2025-12-27 20:02:00
416,1,2,Office F,CAM-F2-OfficeF,object_left_unattended,0.69,2025-12-24 20:39:00
417,1,2,Mobile Zone,CAM-F2-MobileZone,motion_detected,0.71,2025-12-29 09:06:00
418,1,1,Office B,CAM-F1-OfficeB,object_left_unattended,0.71,2025-12-11 07:40:00
419,1,1,Lobby,CAM-F1-Lobby,motion_detected,0.87,2025-12-11 08:12:00
420,1,3,Office H,CAM-F3-OfficeH,motion_detected,0.69,2025-12-09 13:01:00
421,1,3,Project Room,CAM-F3-ProjectRoom,motion_detected,0.62,2025-12-08 09:15:00
422,1,3,Storage,CAM-F3-Storage,motion_detected,0.94,2025-12-23 09:58:00
423,1,1,Storage,CAM-F1-Storage,motion_detected,0.9,2025-12-30 18:06:00
424,1,1,Storage,CAM-F1-Storage,tailgating,0.65,2025-12-30 06:32:00
425,1,3,Storage,CAM-F3-Storage,motion_detected,0.92,2025-12-30 14:56:00
426,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,loitering,0.88,2025-12-25 11:02:00
427,1,1,Office D,CAM-F1-OfficeD,motion_detected,0.65,2025-12-30 15:09:00
428,1,1,Cafeteria,CAM-F1-Cafeteria,loitering,0.88,2025-12-16 17:57:00
429,1,1,Office C,CAM-F1-OfficeC,motion_detected,0.9,2025-12-17 07:02:00
430,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,motion_detected,0.98,2025-12-13 11:10:00
431,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,loitering,0.91,2025-12-15 19:27:00
432,1,3,Break Area,CAM-F3-BreakArea,motion_detected,0.98,2025-12-11 14:28:00
433,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,motion_detected,0.86,2025-12-28 10:49:00
434,1,3,Office H,CAM-F3-OfficeH,camera_offline,0.88,2025-12-17 09:12:00
435,1,3,Office G,CAM-F3-OfficeG,loitering,0.83,2025-12-27 22:08:00
436,1,1,Cafeteria,CAM-F1-Cafeteria,motion_detected,0.85,2025-12-11 14:33:00
437,1,1,Conference Room,CAM-F1-ConferenceRoom,tailgating,0.97,2025-12-18 22:32:00
438,1,1,Conference Room,CAM-F1-ConferenceRoom,camera_offline,0.72,2025-12-01 14:27:00
439,1,2,Mobile Zone,CAM-F2-MobileZone,motion_detected,0.79,2025-12-23 09:34:00
440,1,3,Office G,CAM-F3-OfficeG,motion_detected,0.77,2025-12-10 18:52:00
441,1,1,Office C,CAM-F1-OfficeC,tailgating,0.85,2025-12-24 23:04:00
442,1,1,Cafeteria,CAM-F1-Cafeteria,crowd_detected,0.82,2025-12-23 15:23:00
443,1,1,Office D,CAM-F1-OfficeD,object_left_unattended,0.72,2025-12-12 18:08:00
444,1,1,Office D,CAM-F1-OfficeD,tailgating,0.9,2025-12-22 22:16:00
445,1,1,Storage,CAM-F1-Storage,motion_detected,0.72,2025-12-08 07:51:00
446,1,1,Storage,CAM-F1-Storage,motion_detected,0.68,2025-12-30 13:59:00
447,1,3,Storage,CAM-F3-Storage,motion_detected,0.81,2025-12-15 10:04:00
448,1,3,Project Room,CAM-F3-ProjectRoom,loitering,0.71,2025-12-28 17:54:00
449,1,1,Lobby,CAM-F1-Lobby,motion_detected,0.81,2025-12-27 11:50:00
450,1,2,Storage,CAM-F2-Storage,loitering,0.64,2025-12-06 20:47:00
451,1,3,Common Area,CAM-F3-CommonArea,motion_detected,0.81,2025-12-10 11:38:00
452,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,tailgating,0.87,2025-12-24 20:35:00
453,1,3,Common Area,CAM-F3-CommonArea,object_left_unattended,0.59,2025-12-03 15:32:00
454,1,3,Office G,CAM-F3-OfficeG,motion_detected,0.91,2025-12-17 18:59:00
455,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,motion_detected,0.77,2025-12-04 16:09:00
456,1,1,Storage,CAM-F1-Storage,loitering,0.93,2025-12-07 03:37:00
457,1,1,Cafeteria,CAM-F1-Cafeteria,motion_detected,0.65,2025-12-07 09:11:00
458,1,3,Project Room,CAM-F3-ProjectRoom,motion_detected,0.94,2025-12-11 07:59:00
459,1,1,Office A,CAM-F1-OfficeA,loitering,0.96,2025-12-10 11:46:00
460,1,3,Office H,CAM-F3-OfficeH,object_left_unattended,0.69,2025-12-07 15:29:00
461,1,3,Office G,CAM-F3-OfficeG,crowd_detected,0.75,2025-12-24 11:00:00
462,1,1,Lobby,CAM-F1-Lobby,motion_detected,0.71,2025-12-13 20:48:00
463,1,1,Office A,CAM-F1-OfficeA,tailgating,0.93,2025-12-01 21:07:00
464,1,1,Conference Room,CAM-F1-ConferenceRoom,tailgating,0.97,2025-12-26 06:55:00
465,1,1,Conference Room,CAM-F1-ConferenceRoom,loitering,0.64,2025-12-16 22:38:00
466,1,1,Office A,CAM-F1-OfficeA,motion_detected,0.83,2025-12-30 19:23:00
467,1,2,Common Area,CAM-F2-CommonArea,motion_detected,0.95,2025-12-19 19:02:00
468,1,2,Mobile Zone,CAM-F2-MobileZone,camera_offline,0.67,2025-12-22 07:56:00
469,1,2,Meeting Room 2,CAM-F2-MeetingRoom2,motion_detected,0.84,2025-12-08 10:16:00
470,1,1,Storage,CAM-F1-Storage,camera_offline,0.8,2025-12-07 18:17:00
471,1,3,Office I,CAM-F3-OfficeI,motion_detected,0.69,2025-12-03 15:42:00
472,1,2,Common Area,CAM-F2-CommonArea,motion_detected,0.6,2025-12-12 11:11:00
473,1,2,Mobile Zone,CAM-F2-MobileZone,motion_detected,0.59,2025-12-24 15:43:00
474,1,3,Storage,CAM-F3-Storage,motion_detected,0.72,2025-12-01 10:50:00
475,1,3,Common Area,CAM-F3-CommonArea,motion_detected,0.87,2025-12-17 18:26:00
476,1,3,Meeting Room 3,CAM-F3-MeetingRoom3,crowd_detected,0.79,2025-12-12 18:52:00
477,1,3,Common Area,CAM-F3-CommonArea,motion_detected,0.58,2025-12-23 11:10:00
478,1,1,Lobby,CAM-F1-Lobby,loitering,0.95,2025-12-16 01:12:00
479,1,2,Mobile Zone,CAM-F2-MobileZone,loitering,0.77,2025-12-11 03:33:00
480,1,3,Office G,CAM-F3-OfficeG,loitering,0.89,2025-12-12 23:53:00
481,1,1,Office C,CAM-F1-OfficeC,motion_detected,0.81,2025-12-16 16:04:00
482,1,1,Lobby,CAM-F1-Lobby,object_left_unattended,0.97,2025-12-25 15:01:00
483,1,3,Common Area,CAM-F3-CommonArea,object_left_unattended,0.9,2025-12-18 09:27:00
484,1,1,Meeting Room 1,CAM-F1-MeetingRoom1,motion_detected,0.85,2025-12-07 16:00:00
485,1,3,Office G,CAM-F3-OfficeG,motion_detected,0.56,2025-12-28 12:55:00
486,1,1,Office D,CAM-F1-OfficeD,motion_detected,0.7,2025-12-03 16:06:00
487,1,3,Office H,CAM-F3-OfficeH,motion_detected,0.64,2025-12-01 09:47:00
488,1,1,Storage,CAM-F1-Storage,loitering,0.87,2025-12-16 20:55:00
489,1,2,Mobile Zone,CAM-F2-MobileZone,object_left_unattended,0.91,2025-12-04 13:49:00
490,1,1,Storage,CAM-F1-Storage,loitering,0.78,2025-12-27 02:14:00
491,1,1,Office A,CAM-F1-OfficeA,loitering,0.84,2025-12-13 13:29:00
492,1,2,Mobile Zone,CAM-F2-MobileZone,motion_detected,0.85,2025-12-15 07:37:00
493,1,1,Office D,CAM-F1-OfficeD,object_left_unattended,0.75,2025-12-02 19:12:00
494,1,2,Common Area,CAM-F2-CommonArea,motion_detected,0.71,2025-12-10 09:03:00
495,1,2,Mobile Zone,CAM-F2-MobileZone,loitering,0.71,2025-12-19 11:58:00
496,1,3,Office G,CAM-F3-OfficeG,tailgating,0.95,2025-12-04 12:23:00
497,1,2,Storage,CAM-F2-Storage,motion_detected,0.55,2025-12-20 14:29:00
498,1,1,Office D,CAM-F1-OfficeD,motion_detected,0.59,2025-12-22 17:39:00
499,1,2,Storage,CAM-F2-Storage,loitering,0.7,2025-12-22 00:32:00
500,1,3,Office H,CAM-F3-OfficeH,tailgating,0.73,2025-12-18 17:35:00
